rows=1000
cols=100
(0, 57, 684)
(2, 19, 393)
(2, 25, -47)
(2, 94, -19)
(3, 30, -514)
(5, 11, 372)
(5, 41, 704)
(6, 24, -17)
(6, 62, -26)
(7, 22, -335)
(7, 34, 905)
(10, 80, 319)
(10, 91, -363)
(11, 22, -343)
(11, 76, 60)
(11, 89, 702)
(12, 16, 221)
(13, 45, 841)
(15, 56, 778)
(15, 58, 133)
(18, 7, -3)
(18, 12, -110)
(18, 46, -745)
(21, 5, -152)
(21, 81, 925)
(23, 42, 232)
(25, 20, 240)
(26, 75, 50)
(27, 81, 952)
(28, 90, 289)
(29, 26, 862)
(29, 87, -239)
(30, 2, -772)
(30, 67, 9)
(31, 35, 528)
(32, 11, -225)
(32, 48, 781)
(34, 67, 947)
(36, 21, -540)
(37, 54, -695)
(38, 34, 905)
(43, 1, 699)
(43, 38, -782)
(44, 23, -166)
(44, 97, 19)
(45, 84, 977)
(46, 22, -187)
(50, 5, -400)
(50, 98, 812)
(51, 18, -139)
(51, 75, -866)
(55, 13, 718)
(55, 23, 274)
(56, 8, 705)
(56, 77, -506)
(56, 94, -997)
(57, 70, 34)
(58, 46, -744)
(60, 68, -197)
(61, 11, 711)
(65, 15, -411)
(65, 16, -873)
(66, 16, 934)
(66, 65, 357)
(66, 90, -761)
(70, 11, -274)
(70, 40, 686)
(71, 52, -556)
(71, 77, 180)
(73, 80, -885)
(73, 91, 422)
(76, 6, -683)
(76, 86, -531)
(83, 12, -115)
(83, 13, 62)
(83, 14, -992)
(84, 11, 410)
(84, 38, -645)
(85, 50, 304)
(86, 82, -648)
(86, 98, 104)
(87, 58, -182)
(87, 61, -629)
(87, 66, 249)
(88, 33, -521)
(89, 24, -479)
(89, 48, -493)
(90, 29, 212)
(92, 3, 222)
(93, 16, -95)
(94, 17, -496)
(96, 68, 948)
(97, 24, -215)
(97, 39, 364)
(98, 57, 259)
(100, 12, 196)
(100, 71, 400)
(103, 65, 914)
(104, 71, 736)
(105, 16, -361)
(106, 52, 274)
(106, 63, 651)
(108, 59, 81)
(109, 7, 970)
(110, 31, 660)
(110, 50, 480)
(111, 20, 702)
(111, 31, -793)
(111, 48, -177)
(111, 57, 460)
(111, 91, -69)
(113, 73, -270)
(113, 85, -173)
(113, 96, 982)
(114, 57, -257)
(114, 89, -726)
(115, 54, 683)
(115, 72, 104)
(116, 45, 302)
(116, 80, 538)
(117, 45, 497)
(117, 54, -268)
(117, 66, -91)
(119, 18, 279)
(119, 48, -834)
(120, 76, -20)
(121, 7, -72)
(122, 6, -56)
(123, 61, -889)
