rows=100
cols=100
(0, 70, -929)
(3, 6, 643)
(3, 48, -306)
(4, 97, -411)
(7, 45, 279)
(8, 83, -982)
(9, 1, -414)
(9, 59, 306)
(9, 67, -561)
(12, 94, 227)
(12, 97, 341)
(13, 90, 852)
(13, 93, 359)
(14, 95, 336)
(15, 91, -382)
(16, 54, -171)
(17, 55, 436)
(18, 5, 601)
(19, 34, -915)
(19, 62, -272)
(20, 65, 946)
(22, 29, 930)
(23, 39, -713)
(23, 96, -17)
(25, 20, -74)
(29, 17, -409)
(30, 93, 908)
(31, 43, 503)
(31, 68, 447)
(32, 4, 539)
(32, 92, -128)
(33, 11, -704)
(36, 37, -842)
(37, 59, -782)
(38, 5, -578)
(38, 31, 955)
(39, 45, 410)
(40, 3, -894)
(40, 57, 24)
(40, 62, 53)
(41, 12, -66)
(41, 59, 281)
(41, 63, 691)
(41, 79, 231)
(42, 27, 287)
(42, 92, -164)
(44, 77, 27)
(44, 90, -653)
(45, 23, -156)
(46, 40, -364)
(47, 80, 123)
(47, 89, 765)
(48, 3, 780)
(49, 63, -31)
(50, 18, 287)
(52, 24, 59)
(52, 32, 804)
(53, 94, 775)
(53, 97, 288)
(56, 78, -887)
(57, 51, 125)
(57, 92, 604)
(58, 52, 525)
(62, 11, 139)
(63, 57, -484)
(63, 71, -674)
(64, 49, 974)
(64, 96, -34)
(66, 79, 194)
(68, 4, -699)
(70, 19, 64)
(74, 66, -615)
(76, 35, 247)
(77, 36, 186)
(77, 59, -953)
(77, 91, -681)
(77, 99, 212)
(79, 23, -299)
(79, 33, 881)
(79, 56, -149)
(80, 32, 31)
(80, 79, -854)
(81, 17, 777)
(81, 23, 704)
(82, 14, -543)
(82, 15, -819)
(82, 18, 416)
(83, 4, 360)
(84, 68, 96)
(87, 60, 180)
(87, 91, 939)
(91, 32, -166)
(92, 4, -980)
(92, 22, 231)
(92, 58, -91)
(93, 28, -728)
(94, 53, 968)
(94, 84, -953)
(94, 97, -577)
(99, 72, -491)
