rows=1000
cols=100
(0, 95, -583)
(2, 27, -556)
(2, 64, 942)
(2, 67, 994)
(5, 32, -8)
(10, 24, -337)
(10, 27, -43)
(10, 73, 597)
(10, 95, 434)
(11, 35, 637)
(12, 5, -407)
(12, 24, 10)
(13, 32, -57)
(14, 97, 828)
(18, 42, -711)
(18, 45, -421)
(19, 67, 284)
(20, 91, -848)
(21, 59, -314)
(21, 60, 127)
(22, 3, 28)
(23, 6, 373)
(24, 44, 695)
(25, 76, -72)
(27, 72, -485)
(28, 3, -359)
(32, 33, 962)
(33, 94, -148)
(34, 59, 140)
(34, 75, 712)
(35, 17, -296)
(35, 18, -672)
(35, 99, -849)
(36, 4, -843)
(36, 85, 543)
(37, 68, -635)
(39, 53, 780)
(40, 93, 342)
(41, 7, 544)
(41, 13, -793)
(41, 52, 582)
(43, 88, -795)
(44, 68, -167)
(45, 7, 381)
(47, 34, 119)
(47, 48, -872)
(48, 6, -650)
(51, 41, 277)
(54, 71, -794)
(55, 19, -292)
(55, 46, -815)
(57, 3, -828)
(57, 17, 613)
(57, 23, 435)
(57, 77, 855)
(58, 97, -463)
(59, 92, -605)
(60, 9, 704)
(60, 64, -830)
(60, 95, -468)
(61, 17, 704)
(61, 72, 733)
(64, 62, -950)
(64, 93, -140)
(66, 63, -248)
(66, 84, -480)
(67, 34, -978)
(67, 86, 776)
(67, 97, -942)
(69, 61, -328)
(69, 98, -491)
(71, 52, -120)
(71, 97, -319)
(72, 43, 422)
(73, 0, -495)
(76, 0, 44)
(78, 1, -778)
(78, 87, -495)
(83, 39, 3)
(85, 33, -107)
(86, 92, -975)
(88, 36, 796)
(88, 68, -199)
(90, 9, -703)
(90, 33, 903)
(91, 6, 824)
(92, 40, -684)
(93, 40, 581)
(93, 76, 933)
(98, 76, 652)
(99, 30, 40)
(101, 47, -273)
(102, 6, 584)
(102, 51, -92)
(103, 39, -273)
(104, 50, -823)
(105, 77, -970)
(106, 12, 952)
(108, 0, -626)
(108, 6, -914)
(108, 24, -596)
(110, 11, -885)
(111, 9, 624)
(112, 20, 702)
(113, 26, -956)
(113, 56, -180)
(113, 93, 391)
(117, 73, -454)
(118, 23, 893)
(119, 49, -245)
(120, 19, 295)
(122, 93, 539)
(123, 25, 385)
(123, 56, -515)
(125, 47, 150)
(126, 65, -171)
(126, 91, 745)
(127, 49, 841)
(127, 51, -14)
(129, 97, -199)
(130, 44, 587)
(134, 75, 442)
(135, 10, -562)
(135, 43, 831)
(137, 15, 333)
(138, 1, -885)
(138, 42, 172)
(140, 99, 621)
(145, 89, -715)
(146, 38, -684)
(147, 4, 512)
(147, 38, 243)
(147, 66, -465)
(148, 51, 494)
(149, 91, 278)
(150, 91, -666)
(151, 34, 707)
(152, 45, -64)
(152, 50, -247)
(153, 12, -651)
(153, 16, -670)
(153, 34, 109)
(153, 79, 218)
(154, 97, 435)
(155, 11, 740)
(159, 48, 164)
(164, 90, -308)
(165, 16, -955)
(165, 64, -225)
(166, 63, 522)
(170, 6, 338)
(170, 17, 430)
(170, 67, -48)
(172, 23, -860)
(173, 2, 732)
(176, 66, 460)
(176, 99, -702)
(177, 88, 594)
(178, 6, 200)
(178, 87, -430)
(179, 15, -895)
(179, 60, -531)
(180, 61, -106)
(180, 66, -209)
(181, 69, 327)
(182, 30, 522)
(182, 89, 458)
(183, 50, -328)
(184, 22, 878)
(184, 71, -828)
(185, 15, -252)
(185, 18, -725)
(186, 44, -194)
(186, 52, 116)
(186, 98, -698)
(187, 32, -839)
(190, 93, -891)
(191, 5, 112)
(191, 32, -351)
(191, 38, 48)
(191, 84, -982)
(192, 47, 984)
(193, 6, 506)
(194, 67, -652)
(195, 40, 359)
(196, 86, 4)
(198, 21, -360)
(198, 87, 350)
(199, 15, -31)
