rows=100
cols=1000
(0, 217, 140)
(0, 295, -463)
(0, 533, -773)
(0, 600, 928)
(1, 203, -793)
(1, 204, 879)
(1, 467, 426)
(1, 565, -546)
(1, 618, -388)
(1, 677, -750)
(1, 850, 983)
(1, 876, -878)
(1, 877, -232)
(2, 121, 373)
(2, 161, -535)
(2, 282, -274)
(2, 291, -26)
(2, 293, 919)
(2, 297, -855)
(2, 318, -302)
(2, 319, -30)
(2, 320, 131)
(2, 398, 94)
(2, 662, 751)
(2, 686, 878)
(2, 864, 971)
(2, 942, -992)
(2, 952, -839)
(2, 995, -740)
(3, 19, -457)
(3, 233, -31)
(3, 328, -345)
(3, 337, 283)
(3, 343, -456)
(3, 661, 800)
(3, 871, -365)
(3, 889, -829)
(3, 929, -637)
(4, 28, 356)
(4, 321, -743)
(4, 386, -876)
(4, 519, -873)
(4, 687, 459)
(4, 714, -489)
(4, 978, 284)
(5, 11, 280)
(5, 98, 810)
(5, 203, -899)
(5, 244, 481)
(5, 440, -323)
(5, 441, 170)
(5, 507, -493)
(5, 600, -664)
(5, 624, 981)
(5, 724, -476)
(5, 892, 526)
(5, 938, -773)
(5, 993, -721)
(6, 27, -732)
(6, 130, 442)
(6, 298, -960)
(6, 333, -114)
(6, 488, 559)
(6, 551, 789)
(6, 563, 202)
(6, 589, -258)
(6, 703, -535)
(6, 759, 306)
(6, 880, 36)
(7, 135, 432)
(7, 257, 320)
(7, 312, 352)
(7, 413, -353)
(7, 728, 309)
(7, 876, -715)
(7, 954, 212)
(8, 63, 946)
(8, 188, -884)
(8, 303, -983)
(8, 323, -90)
(8, 430, -661)
(8, 509, 418)
(8, 545, 60)
(8, 559, -946)
(8, 571, 652)
(8, 613, 585)
(8, 679, 413)
(8, 968, 894)
(8, 972, 238)
(9, 3, -384)
(9, 103, -469)
(9, 176, -443)
(9, 177, -690)
(9, 738, -803)
(9, 793, 245)
(9, 942, 446)
(10, 289, -44)
(10, 425, -144)
(10, 534, 875)
(10, 564, -423)
(10, 601, 924)
(10, 621, -553)
(10, 657, 946)
(10, 712, -551)
(10, 813, 974)
(11, 1, -461)
(11, 166, 431)
(11, 326, -371)
(11, 487, -470)
(11, 612, -563)
(11, 649, -169)
(11, 665, 400)
(11, 793, 949)
(12, 222, 664)
(12, 441, 523)
(12, 851, 685)
(12, 904, -298)
(12, 965, -206)
(12, 994, 620)
(13, 42, -627)
(13, 74, 332)
(13, 225, -580)
(13, 275, -855)
(13, 344, 533)
(13, 637, -528)
(13, 742, -931)
(13, 834, -621)
(13, 885, 581)
(14, 333, -683)
(14, 410, 880)
(14, 430, -936)
(14, 457, 235)
(14, 656, -911)
(14, 805, 208)
(14, 821, 384)
(15, 139, -551)
(15, 213, 674)
(15, 250, -931)
(15, 256, -199)
(15, 363, 240)
(15, 448, -668)
(15, 516, 933)
(15, 685, -934)
(15, 906, -285)
(16, 57, -809)
(16, 105, -397)
(16, 150, -672)
(16, 386, 769)
(16, 402, 323)
(16, 460, 963)
(16, 734, -216)
(16, 762, -267)
(16, 891, -90)
(17, 92, 83)
(17, 149, 293)
(17, 203, -265)
(17, 243, 967)
(17, 391, 851)
(17, 459, 758)
(17, 717, -951)
(17, 740, -89)
(17, 802, 736)
(17, 818, -832)
(17, 900, -58)
(17, 912, 821)
(18, 41, -869)
(18, 107, 351)
(18, 270, -786)
(18, 318, 690)
(18, 377, -495)
(18, 694, 663)
(18, 807, 364)
(18, 854, -67)
(18, 859, -541)
(18, 934, 398)
(19, 63, -782)
(19, 97, 455)
(19, 138, 684)
(19, 160, 222)
(19, 200, -542)
(19, 214, -174)
(19, 243, 18)
(19, 479, -8)
(19, 521, 52)
(19, 565, 275)
(19, 733, 342)
(19, 950, 317)
(19, 996, -130)
(20, 124, -78)
(20, 227, -476)
(20, 333, -472)
(20, 494, 429)
(20, 628, 607)
(20, 801, 238)
(20, 824, 299)
(20, 830, 145)
(20, 892, 988)
(20, 959, 616)
(20, 963, -443)
(21, 146, -73)
(21, 235, 600)
(21, 351, 233)
(21, 597, -165)
(21, 687, -709)
(21, 734, 762)
(21, 959, 802)
(22, 119, 909)
(22, 135, 70)
(22, 141, -189)
(22, 184, -621)
(22, 205, -602)
(22, 206, 737)
(22, 430, -808)
(22, 464, 170)
(22, 491, -34)
(22, 532, 809)
(22, 865, 955)
(22, 866, -229)
(23, 59, -622)
(23, 174, -108)
(23, 231, -869)
(23, 431, 420)
(23, 507, -671)
(23, 533, -103)
(23, 782, 304)
(23, 945, 929)
(23, 968, 143)
(23, 998, 505)
(24, 36, 101)
(24, 74, -189)
(24, 154, -918)
(24, 201, 146)
(24, 253, -255)
(24, 512, -930)
(24, 531, -714)
(24, 708, 353)
(24, 922, -941)
(25, 56, -300)
(25, 311, 853)
(25, 342, 550)
(25, 454, -811)
(25, 485, 944)
(25, 666, 398)
(25, 757, 226)
(25, 995, -124)
(26, 43, -65)
(26, 70, 92)
(26, 108, -923)
(26, 170, -771)
(26, 519, -267)
(26, 596, -54)
(26, 662, -864)
(26, 670, 49)
(26, 673, 225)
(26, 983, 130)
(27, 3, -836)
(27, 74, -896)
(27, 188, 242)
(27, 286, 890)
(27, 360, -129)
(27, 508, 387)
(27, 775, -654)
(27, 833, 548)
(27, 963, -728)
(27, 970, -176)
(28, 45, -759)
(28, 258, -490)
(28, 361, -313)
(28, 408, -370)
(28, 613, 210)
(28, 687, -210)
(28, 752, -468)
(28, 863, 165)
(28, 934, 491)
(28, 958, -866)
(29, 14, 887)
(29, 63, 548)
